number_run,timestamp_local,timestamp_utc,collimatore_timestamp_gva,collimatore_timestamp_utc,collimatore131x,collimatore131y,collimatore197x,collimatore197y
20772,2026-06-12 02:21:00+02:00,2026-06-12 00:21:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20773,2026-06-12 02:27:00+02:00,2026-06-12 00:27:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20774,2026-06-12 02:37:00+02:00,2026-06-12 00:37:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20775,2026-06-12 02:45:00+02:00,2026-06-12 00:45:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20776,2026-06-12 02:57:00+02:00,2026-06-12 00:57:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20777,2026-06-12 03:01:00+02:00,2026-06-12 01:01:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20778,2026-06-12 03:04:00+02:00,2026-06-12 01:04:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20779,2026-06-12 03:08:00+02:00,2026-06-12 01:08:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20780,2026-06-12 03:16:00+02:00,2026-06-12 01:16:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20781,2026-06-12 05:33:00+02:00,2026-06-12 03:33:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20782,2026-06-12 05:43:00+02:00,2026-06-12 03:43:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20783,2026-06-12 06:11:00+02:00,2026-06-12 04:11:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20784,2026-06-12 06:22:00+02:00,2026-06-12 04:22:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20786,2026-06-12 06:40:00+02:00,2026-06-12 04:40:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20787,2026-06-12 07:13:00+02:00,2026-06-12 05:13:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20788,2026-06-12 07:28:00+02:00,2026-06-12 05:28:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20789,2026-06-12 07:36:00+02:00,2026-06-12 05:36:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20790,2026-06-12 14:11:00+02:00,2026-06-12 12:11:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20791,2026-06-12 14:15:00+02:00,2026-06-12 12:15:00+00:00,2026-06-12 02:25:07.070000+02:00,2026-06-12 00:25:07.070000+00:00,-20,20,-12,12
20797,2026-06-12 16:38:00+02:00,2026-06-12 14:38:00+00:00,2026-06-12 16:36:32.320000+02:00,2026-06-12 14:36:32.320000+00:00,-10,10,-12,12
20798,2026-06-12 17:07:00+02:00,2026-06-12 15:07:00+00:00,2026-06-12 16:49:06.060000+02:00,2026-06-12 14:49:06.060000+00:00,-20,20,-15,15
20799,2026-06-12 17:15:00+02:00,2026-06-12 15:15:00+00:00,2026-06-12 16:49:06.060000+02:00,2026-06-12 14:49:06.060000+00:00,-20,20,-15,15
20800,2026-06-12 17:27:00+02:00,2026-06-12 15:27:00+00:00,2026-06-12 16:49:06.060000+02:00,2026-06-12 14:49:06.060000+00:00,-20,20,-15,15
20801,2026-06-12 17:49:00+02:00,2026-06-12 15:49:00+00:00,2026-06-12 16:49:06.060000+02:00,2026-06-12 14:49:06.060000+00:00,-20,20,-15,15
20804,2026-06-12 18:43:00+02:00,2026-06-12 16:43:00+00:00,2026-06-12 18:34:09.090000+02:00,2026-06-12 16:34:09.090000+00:00,-5,5,-20,20
20805,2026-06-12 19:01:00+02:00,2026-06-12 17:01:00+00:00,2026-06-12 18:55:05.050000+02:00,2026-06-12 16:55:05.050000+00:00,-10,10,-8,8
20806,2026-06-12 19:19:00+02:00,2026-06-12 17:19:00+00:00,2026-06-12 18:55:05.050000+02:00,2026-06-12 16:55:05.050000+00:00,-10,10,-8,8
20807,2026-06-12 19:21:00+02:00,2026-06-12 17:21:00+00:00,2026-06-12 18:55:05.050000+02:00,2026-06-12 16:55:05.050000+00:00,-10,10,-8,8
20808,2026-06-12 19:39:00+02:00,2026-06-12 17:39:00+00:00,2026-06-12 18:55:05.050000+02:00,2026-06-12 16:55:05.050000+00:00,-10,10,-8,8
20810,2026-06-12 21:28:00+02:00,2026-06-12 19:28:00+00:00,2026-06-12 21:19:56.560000+02:00,2026-06-12 19:19:56.560000+00:00,-15,15,-15,15
20811,2026-06-12 21:33:00+02:00,2026-06-12 19:33:00+00:00,2026-06-12 21:19:56.560000+02:00,2026-06-12 19:19:56.560000+00:00,-15,15,-15,15
20812,2026-06-12 21:39:00+02:00,2026-06-12 19:39:00+00:00,2026-06-12 21:19:56.560000+02:00,2026-06-12 19:19:56.560000+00:00,-15,15,-15,15
20813,2026-06-12 21:43:00+02:00,2026-06-12 19:43:00+00:00,2026-06-12 21:19:56.560000+02:00,2026-06-12 19:19:56.560000+00:00,-15,15,-15,15
20814,2026-06-12 21:46:00+02:00,2026-06-12 19:46:00+00:00,2026-06-12 21:19:56.560000+02:00,2026-06-12 19:19:56.560000+00:00,-15,15,-15,15
20815,2026-06-12 21:52:00+02:00,2026-06-12 19:52:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20816,2026-06-12 21:58:00+02:00,2026-06-12 19:58:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20818,2026-06-12 22:00:00+02:00,2026-06-12 20:00:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20819,2026-06-12 22:10:00+02:00,2026-06-12 20:10:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20820,2026-06-12 22:15:00+02:00,2026-06-12 20:15:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20821,2026-06-12 22:22:00+02:00,2026-06-12 20:22:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20822,2026-06-12 22:42:00+02:00,2026-06-12 20:42:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20824,2026-06-12 22:58:00+02:00,2026-06-12 20:58:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20825,2026-06-12 23:05:00+02:00,2026-06-12 21:05:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20826,2026-06-12 23:10:00+02:00,2026-06-12 21:10:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20827,2026-06-12 23:20:00+02:00,2026-06-12 21:20:00+00:00,2026-06-12 21:50:09.090000+02:00,2026-06-12 19:50:09.090000+00:00,-8,8,-12,12
20828,2026-06-12 23:44:00+02:00,2026-06-12 21:44:00+00:00,2026-06-12 23:41:40.400000+02:00,2026-06-12 21:41:40.400000+00:00,-8,8,-12,12
20829,2026-06-12 23:51:00+02:00,2026-06-12 21:51:00+00:00,2026-06-12 23:41:40.400000+02:00,2026-06-12 21:41:40.400000+00:00,-8,8,-12,12
20830,2026-06-13 00:05:00+02:00,2026-06-12 22:05:00+00:00,2026-06-13 00:03:10.100000+02:00,2026-06-12 22:03:10.100000+00:00,-8,8,-15,15
20831,2026-06-13 00:07:00+02:00,2026-06-12 22:07:00+00:00,2026-06-13 00:03:10.100000+02:00,2026-06-12 22:03:10.100000+00:00,-8,8,-15,15
20833,2026-06-13 00:16:00+02:00,2026-06-12 22:16:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20834,2026-06-13 00:19:00+02:00,2026-06-12 22:19:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20835,2026-06-13 00:36:00+02:00,2026-06-12 22:36:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20836,2026-06-13 00:39:00+02:00,2026-06-12 22:39:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20837,2026-06-13 00:43:00+02:00,2026-06-12 22:43:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20838,2026-06-13 00:45:00+02:00,2026-06-12 22:45:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20839,2026-06-13 00:50:00+02:00,2026-06-12 22:50:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20840,2026-06-13 00:53:00+02:00,2026-06-12 22:53:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20841,2026-06-13 00:59:00+02:00,2026-06-12 22:59:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20842,2026-06-13 01:18:00+02:00,2026-06-12 23:18:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20843,2026-06-13 01:43:00+02:00,2026-06-12 23:43:00+00:00,2026-06-13 00:08:34.340000+02:00,2026-06-12 22:08:34.340000+00:00,-8,8,-12,12
20844,2026-06-13 02:21:00+02:00,2026-06-13 00:21:00+00:00,2026-06-13 02:19:12.120000+02:00,2026-06-13 00:19:12.120000+00:00,-10,10,-15,15
20845,2026-06-13 02:27:00+02:00,2026-06-13 00:27:00+00:00,2026-06-13 02:19:12.120000+02:00,2026-06-13 00:19:12.120000+00:00,-10,10,-15,15
20846,2026-06-13 02:32:00+02:00,2026-06-13 00:32:00+00:00,2026-06-13 02:19:12.120000+02:00,2026-06-13 00:19:12.120000+00:00,-10,10,-15,15
20847,2026-06-13 02:37:00+02:00,2026-06-13 00:37:00+00:00,2026-06-13 02:19:12.120000+02:00,2026-06-13 00:19:12.120000+00:00,-10,10,-15,15
20848,2026-06-13 02:48:00+02:00,2026-06-13 00:48:00+00:00,2026-06-13 02:19:12.120000+02:00,2026-06-13 00:19:12.120000+00:00,-10,10,-15,15
20849,2026-06-13 03:01:00+02:00,2026-06-13 01:01:00+00:00,2026-06-13 02:19:12.120000+02:00,2026-06-13 00:19:12.120000+00:00,-10,10,-15,15
20850,2026-06-13 03:28:00+02:00,2026-06-13 01:28:00+00:00,2026-06-13 03:19:40.400000+02:00,2026-06-13 01:19:40.400000+00:00,-8,8,-15,15
20851,2026-06-13 03:32:00+02:00,2026-06-13 01:32:00+00:00,2026-06-13 03:19:40.400000+02:00,2026-06-13 01:19:40.400000+00:00,-8,8,-15,15
20852,2026-06-13 03:36:00+02:00,2026-06-13 01:36:00+00:00,2026-06-13 03:19:40.400000+02:00,2026-06-13 01:19:40.400000+00:00,-8,8,-15,15
20853,2026-06-13 03:51:00+02:00,2026-06-13 01:51:00+00:00,2026-06-13 03:19:40.400000+02:00,2026-06-13 01:19:40.400000+00:00,-8,8,-15,15
20854,2026-06-13 04:01:00+02:00,2026-06-13 02:01:00+00:00,2026-06-13 03:54:37.370000+02:00,2026-06-13 01:54:37.370000+00:00,-15,15,-12,12
20856,2026-06-13 04:07:00+02:00,2026-06-13 02:07:00+00:00,2026-06-13 03:54:37.370000+02:00,2026-06-13 01:54:37.370000+00:00,-15,15,-12,12
20857,2026-06-13 04:11:00+02:00,2026-06-13 02:11:00+00:00,2026-06-13 03:54:37.370000+02:00,2026-06-13 01:54:37.370000+00:00,-15,15,-12,12
20858,2026-06-13 04:13:00+02:00,2026-06-13 02:13:00+00:00,2026-06-13 03:54:37.370000+02:00,2026-06-13 01:54:37.370000+00:00,-15,15,-12,12
20859,2026-06-13 04:16:00+02:00,2026-06-13 02:16:00+00:00,2026-06-13 03:54:37.370000+02:00,2026-06-13 01:54:37.370000+00:00,-15,15,-12,12
20860,2026-06-13 04:18:00+02:00,2026-06-13 02:18:00+00:00,2026-06-13 03:54:37.370000+02:00,2026-06-13 01:54:37.370000+00:00,-15,15,-12,12
20861,2026-06-13 04:21:00+02:00,2026-06-13 02:21:00+00:00,2026-06-13 03:54:37.370000+02:00,2026-06-13 01:54:37.370000+00:00,-15,15,-12,12
20862,2026-06-13 04:27:00+02:00,2026-06-13 02:27:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20863,2026-06-13 04:39:00+02:00,2026-06-13 02:39:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20864,2026-06-13 04:45:00+02:00,2026-06-13 02:45:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20865,2026-06-13 04:53:00+02:00,2026-06-13 02:53:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20867,2026-06-13 05:10:00+02:00,2026-06-13 03:10:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20868,2026-06-13 05:46:00+02:00,2026-06-13 03:46:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20869,2026-06-13 10:58:00+02:00,2026-06-13 08:58:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20870,2026-06-13 11:17:00+02:00,2026-06-13 09:17:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20871,2026-06-13 11:33:00+02:00,2026-06-13 09:33:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20872,2026-06-13 12:00:00+02:00,2026-06-13 10:00:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20873,2026-06-13 12:10:00+02:00,2026-06-13 10:10:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20874,2026-06-13 12:25:00+02:00,2026-06-13 10:25:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20875,2026-06-13 12:39:00+02:00,2026-06-13 10:39:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20876,2026-06-13 12:47:00+02:00,2026-06-13 10:47:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20877,2026-06-13 13:22:00+02:00,2026-06-13 11:22:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20880,2026-06-13 14:42:00+02:00,2026-06-13 12:42:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20881,2026-06-13 14:50:00+02:00,2026-06-13 12:50:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20882,2026-06-13 15:48:00+02:00,2026-06-13 13:48:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20883,2026-06-13 18:26:00+02:00,2026-06-13 16:26:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20884,2026-06-13 22:55:00+02:00,2026-06-13 20:55:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20885,2026-06-14 03:00:00+02:00,2026-06-14 01:00:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20886,2026-06-14 03:11:00+02:00,2026-06-14 01:11:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20887,2026-06-14 03:27:00+02:00,2026-06-14 01:27:00+00:00,2026-06-13 04:25:23.230000+02:00,2026-06-13 02:25:23.230000+00:00,-8,8,-12,12
20889,2026-06-14 08:53:00+02:00,2026-06-14 06:53:00+00:00,2026-06-14 04:25:32.320000+02:00,2026-06-14 02:25:32.320000+00:00,-8,8,-12,12
20890,2026-06-14 09:06:00+02:00,2026-06-14 07:06:00+00:00,2026-06-14 04:25:32.320000+02:00,2026-06-14 02:25:32.320000+00:00,-8,8,-12,12
20891,2026-06-14 09:51:00+02:00,2026-06-14 07:51:00+00:00,2026-06-14 04:25:32.320000+02:00,2026-06-14 02:25:32.320000+00:00,-8,8,-12,12
20892,2026-06-14 11:08:00+02:00,2026-06-14 09:08:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20893,2026-06-14 11:15:00+02:00,2026-06-14 09:15:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20894,2026-06-14 11:19:00+02:00,2026-06-14 09:19:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20895,2026-06-14 11:25:00+02:00,2026-06-14 09:25:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20896,2026-06-14 11:35:00+02:00,2026-06-14 09:35:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20897,2026-06-14 11:45:00+02:00,2026-06-14 09:45:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20898,2026-06-14 12:11:00+02:00,2026-06-14 10:11:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20899,2026-06-14 12:59:00+02:00,2026-06-14 10:59:00+00:00,2026-06-14 10:45:33.330000+02:00,2026-06-14 08:45:33.330000+00:00,-5,5,-12,12
20900,2026-06-14 13:44:00+02:00,2026-06-14 11:44:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20901,2026-06-14 13:49:00+02:00,2026-06-14 11:49:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20902,2026-06-14 13:53:00+02:00,2026-06-14 11:53:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20903,2026-06-14 13:57:00+02:00,2026-06-14 11:57:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20904,2026-06-14 14:04:00+02:00,2026-06-14 12:04:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20905,2026-06-14 14:12:00+02:00,2026-06-14 12:12:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20906,2026-06-14 14:23:00+02:00,2026-06-14 12:23:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20907,2026-06-14 14:46:00+02:00,2026-06-14 12:46:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20908,2026-06-14 14:51:00+02:00,2026-06-14 12:51:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20909,2026-06-14 15:01:00+02:00,2026-06-14 13:01:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20911,2026-06-14 15:38:00+02:00,2026-06-14 13:38:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20912,2026-06-14 15:48:00+02:00,2026-06-14 13:48:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20913,2026-06-14 16:00:00+02:00,2026-06-14 14:00:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20914,2026-06-14 16:30:00+02:00,2026-06-14 14:30:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20915,2026-06-14 16:45:00+02:00,2026-06-14 14:45:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20916,2026-06-14 17:22:00+02:00,2026-06-14 15:22:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20917,2026-06-14 17:25:00+02:00,2026-06-14 15:25:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20918,2026-06-14 17:40:00+02:00,2026-06-14 15:40:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20919,2026-06-14 17:52:00+02:00,2026-06-14 15:52:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20920,2026-06-14 18:10:00+02:00,2026-06-14 16:10:00+00:00,2026-06-14 13:41:28.280000+02:00,2026-06-14 11:41:28.280000+00:00,-10,10,-12,12
20921,2026-06-14 18:38:00+02:00,2026-06-14 16:38:00+00:00,2026-06-14 18:23:22.220000+02:00,2026-06-14 16:23:22.220000+00:00,-8,8,-15,15
20922,2026-06-14 19:10:00+02:00,2026-06-14 17:10:00+00:00,2026-06-14 18:23:22.220000+02:00,2026-06-14 16:23:22.220000+00:00,-8,8,-15,15
20923,2026-06-14 19:25:00+02:00,2026-06-14 17:25:00+00:00,2026-06-14 18:23:22.220000+02:00,2026-06-14 16:23:22.220000+00:00,-8,8,-15,15
20924,2026-06-14 22:57:00+02:00,2026-06-14 20:57:00+00:00,2026-06-14 18:23:22.220000+02:00,2026-06-14 16:23:22.220000+00:00,-8,8,-15,15
20925,2026-06-14 23:13:00+02:00,2026-06-14 21:13:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20926,2026-06-14 23:15:00+02:00,2026-06-14 21:15:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20927,2026-06-14 23:20:00+02:00,2026-06-14 21:20:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20928,2026-06-14 23:26:00+02:00,2026-06-14 21:26:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20929,2026-06-14 23:33:00+02:00,2026-06-14 21:33:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20930,2026-06-14 23:36:00+02:00,2026-06-14 21:36:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20931,2026-06-14 23:45:00+02:00,2026-06-14 21:45:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20932,2026-06-14 23:58:00+02:00,2026-06-14 21:58:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20933,2026-06-15 00:20:00+02:00,2026-06-14 22:20:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20934,2026-06-15 02:22:00+02:00,2026-06-15 00:22:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20935,2026-06-15 02:50:00+02:00,2026-06-15 00:50:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20936,2026-06-15 03:14:00+02:00,2026-06-15 01:14:00+00:00,2026-06-14 23:08:27.270000+02:00,2026-06-14 21:08:27.270000+00:00,-15,15,-15,15
20937,2026-06-15 03:32:00+02:00,2026-06-15 01:32:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20938,2026-06-15 03:38:00+02:00,2026-06-15 01:38:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20940,2026-06-15 03:48:00+02:00,2026-06-15 01:48:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20941,2026-06-15 03:51:00+02:00,2026-06-15 01:51:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20942,2026-06-15 04:10:00+02:00,2026-06-15 02:10:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20943,2026-06-15 04:18:00+02:00,2026-06-15 02:18:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20944,2026-06-15 04:52:00+02:00,2026-06-15 02:52:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20945,2026-06-15 05:02:00+02:00,2026-06-15 03:02:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20946,2026-06-15 05:12:00+02:00,2026-06-15 03:12:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20947,2026-06-15 05:16:00+02:00,2026-06-15 03:16:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20948,2026-06-15 05:22:00+02:00,2026-06-15 03:22:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20949,2026-06-15 05:26:00+02:00,2026-06-15 03:26:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
20950,2026-06-15 05:28:00+02:00,2026-06-15 03:28:00+00:00,2026-06-15 03:30:42.420000+02:00,2026-06-15 01:30:42.420000+00:00,-20,20,-10,10
